,model,r2,explained_variance,neg_mean_squared_error,neg_root_mean_squared_error
0,SGDRegressor,0.8386605070849885,0.8381300195555555,-2176421045.4107385,-47015.90181416951
0,RANSACRegressor,0.7782695382409692,0.7652876560084936,-2938794462.0808744,-56465.647064093544
0,SVR,-0.048519411700518454,0.007253858846172046,-14016692784.450573,-118389.70189695824
0,LinearSVR,-2.690774023347955,0.0011658510085772677,-49334101981.5339,-222113.8872612441
