,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
11,0.002703547477722168,0.001086592674255371,0.0,0.0,mse,None,auto,1,18,"{'criterion': 'mse', 'max_depth': 'None', 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 18}",,,,,39
12,0.001977205276489258,0.0005817413330078125,0.0,0.0,mse,None,auto,2,2,"{'criterion': 'mse', 'max_depth': 'None', 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2}",,,,,40
13,0.0025099515914916992,0.00023853778839111328,0.0,0.0,mse,None,auto,2,19,"{'criterion': 'mse', 'max_depth': 'None', 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 19}",,,,,41
14,0.0021303892135620117,0.0006846189498901367,0.0,0.0,mse,None,auto,2,18,"{'criterion': 'mse', 'max_depth': 'None', 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 18}",,,,,42
15,0.0020830631256103516,0.000675201416015625,0.0,0.0,mse,None,auto,15,2,"{'criterion': 'mse', 'max_depth': 'None', 'max_features': 'auto', 'min_samples_leaf': 15, 'min_samples_split': 2}",,,,,43
16,0.0021505355834960938,0.0007088184356689453,0.0,0.0,mse,None,auto,15,19,"{'criterion': 'mse', 'max_depth': 'None', 'max_features': 'auto', 'min_samples_leaf': 15, 'min_samples_split': 19}",,,,,45
17,0.00242006778717041,0.0010226964950561523,0.0,0.0,mse,None,auto,15,18,"{'criterion': 'mse', 'max_depth': 'None', 'max_features': 'auto', 'min_samples_leaf': 15, 'min_samples_split': 18}",,,,,90
18,0.0019032955169677734,0.0006046295166015625,0.0,0.0,mse,100,None,1,2,"{'criterion': 'mse', 'max_depth': 100, 'max_features': 'None', 'min_samples_leaf': 1, 'min_samples_split': 2}",,,,,89
19,0.0018963813781738281,0.0005745887756347656,0.0,0.0,mse,100,None,1,19,"{'criterion': 'mse', 'max_depth': 100, 'max_features': 'None', 'min_samples_leaf': 1, 'min_samples_split': 19}",,,,,80
20,0.0018854141235351562,0.00015807151794433594,0.0,0.0,mse,100,None,1,18,"{'criterion': 'mse', 'max_depth': 100, 'max_features': 'None', 'min_samples_leaf': 1, 'min_samples_split': 18}",,,,,74
