,model,r2,explained_variance,neg_mean_squared_error,neg_root_mean_squared_error
0,GradientBoostingRegressor,0.8319078493507163,0.8325583440173688,-2257965795.5576196,-47434.90226729496
0,RandomForestRegressor,0.821440430039725,0.8197598790650972,-2415681311.899731,-49054.53134410065
