,model,r2,explained_variance,neg_mean_squared_error,neg_root_mean_squared_error
0,LinearRegression,0.8408730738413478,0.8407685051236647,-2121217557.285199,-46136.64782223051
0,Ridge,0.8406195189845738,0.840856716896706,-2130498454.2915816,-46123.67946063613
0,Lasso,0.8407793841904379,0.8413724233235713,-2125162014.028293,-46015.756389928036
0,ElasticNet,0.7459401880974739,0.7459353537692239,-3398833094.224361,-58289.505585866435
