,model,r2,explained_variance,neg_mean_squared_error,neg_root_mean_squared_error
0,KNeighborsRegressor,0.8972961993743093,0.8984774890002433,-1362435296.0179667,-37140.955912116915
0,GaussianProcessRegressor,0.8756374158840524,0.8859413927420003,-1646777750.48038,-40311.65770166698
0,DecisionTreeRegressor,0.9933370949911918,0.9934070446623819,-80918981.7885324,-9985.324641076388
0,AdaBoostRegressor,0.8308306622558304,0.8806870707816747,-2362486121.814476,-48395.30674954397
